ServiceApprovalNumber,ServiceName,ProviderLegalName,ServiceType,Suburb,State,Postcode,longitude,latitude,coordinate_valid,OverallRating,rating_group,NumberOfApprovedPlaces,DistanceToBusStation_km,DistanceToTrainStation_km,nearest_transport_distance_km,transport_distance_invalid,transport_distance_review,annual_weekly_operating_hours,annual_hours_valid,term_weekly_operating_hours_unadjusted,term_weekly_operating_hours,term_hours_overlap_adjusted,holiday_weekly_operating_hours,weekly_operating_hours,operating_hours_basis,detailed_offering_count,detailed_offering_combination,remoteness_code,remoteness_area,remoteness_broad_group,boundary_state_name,boundary_state_abbr,remoteness_match_status,state_boundary_consistent,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other
SE-00006520,Bambini's Child Care Centre,Rogers & Lewis Pty Limited,Centre-Based Care,CENTENNIAL PARK,NSW,2021,151.227928,-33.896308,True,Meeting NQS,Meets NQS,28.000000,2.057950,1.978829,1.978829,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006521,MindChamps Early Learning @ West Hoxton 2,MINDCHAMPS EARLY LEARNING 9 PTY. LIMITED,Centre-Based Care,WEST HOXTON,NSW,2171,150.833544,-33.945358,True,Meeting NQS,Meets NQS,42.000000,28.215493,3.528418,3.528418,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006522,Bambino's Kindergarten - Harrington Park North,G8 Education Limited,Centre-Based Care,HARRINGTON PARK,NSW,2567,150.732818,-34.023136,True,Meeting NQS,Meets NQS,56.000000,40.898338,8.051302,8.051302,False,False,60.000000,True,,,False,,60.000000,Annual,3.000000,Long Day Care + OSHC: After School + OSHC: Before School,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,No,No
SE-00006524,Bambinos Kindergarten Bowral,G8 Education Limited,Centre-Based Care,BOWRAL,NSW,2576,150.437152,-34.489812,True,Meeting NQS,Meets NQS,59.000000,34.093527,2.289378,2.289378,False,False,55.000000,True,,,False,,55.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00006525,"Bambinos Kindergarten Bowral St, Bowral",G8 Education Limited,Centre-Based Care,BOWRAL,NSW,2576,150.437736,-34.485851,True,Meeting NQS,Meets NQS,30.000000,34.151370,2.116944,2.116944,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006526,Bambino's Kindergarten Harrington Park,G8 Education Limited,Centre-Based Care,HARRINGTON PARK,NSW,2567,150.745074,-34.032007,True,Exceeding NQS,Above NQS,64.000000,40.843554,6.550693,6.550693,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006527,Bambino's Kindergarten - Fairwater,G8 Education Limited,Centre-Based Care,HARRINGTON PARK,NSW,2567,150.735820,-34.028933,True,Meeting NQS,Meets NQS,163.000000,41.172116,7.416816,7.416816,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006529,Bambino's Kindergarten Scarborough Park,G8 Education Limited,Centre-Based Care,KOGARAH,NSW,2217,151.145143,-33.973067,True,Meeting NQS,Meets NQS,90.000000,6.301345,1.679603,1.679603,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006531,My Best Me Early Learning Academy,Third Day Enterprises Pty Ltd ATF Third Day Business Unit Trust,Centre-Based Care,ROCKDALE,NSW,2216,151.140122,-33.959511,True,Meeting NQS,Meets NQS,58.000000,5.965163,0.756679,0.756679,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006532,Bandara Childrens Services,Bega Valley Shire Council,Centre-Based Care,BEGA,NSW,2550,149.841278,-36.684293,True,Meeting NQS,Meets NQS,59.000000,130.587157,80.493415,80.493415,False,False,50.000000,True,37.500000,37.500000,False,,50.000000,Annual,1.000000,Long Day Care,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006533,Bangalay Child Care & Education Centre,Affinity Education Group Pty Limited,Centre-Based Care,PORT MACQUARIE,NSW,2444,152.922477,-31.473870,True,Meeting NQS,Meets NQS,130.000000,45.561316,27.261032,27.261032,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006534,Bangalee Early Learning Centre,KESIC Pty Ltd,Centre-Based Care,SANDY BEACH,NSW,2456,153.193719,-30.149867,True,Meeting NQS,Meets NQS,19.000000,80.526468,18.207820,18.207820,False,False,47.500000,True,,,False,,47.500000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006535,Bangalow Community Children's Centre,Bangalow Community Children's Centre,Centre-Based Care,BANGALOW,NSW,2479,153.519009,-28.686493,True,Exceeding NQS,Above NQS,79.000000,10.115181,9.030583,9.030583,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006536,Bangalow Pre-School Kindergarten,Vickie Burgess,Centre-Based Care,EASTWOOD,NSW,2122,151.074380,-33.787987,True,Meeting NQS,Meets NQS,29.000000,4.373506,0.766690,0.766690,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006538,Banjora Children's Centre,Albury City Council,Centre-Based Care,SPRINGDALE HEIGHTS,NSW,2641,146.951360,-36.032853,True,Meeting NQS,Meets NQS,50.000000,6.257440,41.584801,6.257440,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006539,Banksia Cottage,U@MQ Ltd,Centre-Based Care,NORTH RYDE,NSW,2113,151.111600,-33.775267,True,Meeting NQS,Meets NQS,90.000000,4.482688,2.743710,2.743710,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006540,Little Hands Preschool Toormina,,Centre-Based Care,TOORMINA,NSW,2452,153.078825,-30.362725,True,Meeting NQS,Meets NQS,27.000000,74.177636,1.832084,1.832084,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006541,Banksmeadow Public School Preschool,Department of Education,Centre-Based Care,BOTANY,NSW,2019,151.206906,-33.950557,True,Exceeding NQS,Above NQS,40.000000,1.398387,3.024970,1.398387,False,False,30.000000,True,,,False,,30.000000,Annual,1.000000,Preschool: School-based,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,No,Yes,No,No,No,No,No
SE-00006542,Bankstown Childcare Academy Pty Ltd,Bankstown Childcare Academy Pty Ltd,Centre-Based Care,PUNCHBOWL,NSW,2196,151.049956,-33.923216,True,Working Towards NQS,Below NQS,28.000000,13.552727,0.589337,0.589337,False,False,50.000000,True,100.000000,50.000000,True,50.000000,50.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00006543,Oxford Greens Early Education Centre,Jetz Consulting Group Pty Ltd ATF Jetz Business Trust,Centre-Based Care,YAGOONA,NSW,2199,151.011680,-33.914471,True,Meeting NQS,Meets NQS,29.000000,14.887317,1.449063,1.449063,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006545,Bankstown Family Day Care,Bankstown Family Day Care Co-Op,Family Day Care,BASS HILL,NSW,2197,150.994588,-33.898202,True,Meeting NQS,Meets NQS,,14.854252,1.691530,1.691530,False,False,40.000000,True,,,False,,40.000000,Annual,0.000000,No detailed offering recorded,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,No,No,No,No
SE-00006546,Bankstown Montessori Childcare,Bankstown Montessori Childcare Pty Ltd,Centre-Based Care,BANKSTOWN,NSW,2200,151.036582,-33.924260,True,Meeting NQS,Meets NQS,39.000000,14.301149,0.736467,0.736467,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006547,Bankstown Montessori Preschool,Bankstown Montessori Association Inc,Centre-Based Care,GEORGES HALL,NSW,2198,150.985400,-33.912551,True,Exceeding NQS,Above NQS,42.000000,16.514041,3.453873,3.453873,False,False,35.000000,True,,,False,,35.000000,Annual,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006548,Bankstown Multicultural Children's Centre,Maha El-Choueifati,Centre-Based Care,YAGOONA,NSW,2199,151.011511,-33.910916,True,Working Towards NQS,Below NQS,28.000000,14.613769,1.269991,1.269991,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006549,Bankstown South Infants School Preschool,Department of Education,Centre-Based Care,BANKSTOWN,NSW,2200,151.038998,-33.931423,True,Exceeding NQS,Above NQS,20.000000,14.853595,1.564316,1.564316,False,False,28.750000,True,,,False,,28.750000,Annual,1.000000,Preschool: School-based,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,Yes,No,No,No,No,No
SE-00006550,Bankstown TAFE Children's Centre ( Coolamon Children's Centre),Technical And Further Education Commission,Centre-Based Care,BANKSTOWN,NSW,2200,151.033802,-33.912764,True,Meeting NQS,Meets NQS,40.000000,13.411430,0.570819,0.570819,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006551,Banora Point Early Learning Centre,Lecaja Pty Ltd ATF ECLC Trust,Centre-Based Care,BANORA POINT,NSW,2486,153.528494,-28.214216,True,Working Towards NQS,Below NQS,74.000000,18.171503,18.188744,18.171503,False,False,60.000000,True,30.000000,30.000000,False,60.000000,60.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006553,Bardo Road Kindergarten,K 4 Kindy Pty Ltd,Centre-Based Care,NEWPORT,NSW,2106,151.314199,-33.656874,True,Working Towards NQS,Below NQS,24.000000,18.493495,14.964395,14.964395,False,False,40.000000,True,,,False,,40.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00006554,Barfa Bear Child Care Centre,BEARCHILDCARE PTY LTD,Centre-Based Care,BEVERLY HILLS,NSW,2209,151.079454,-33.938875,True,Exceeding NQS,Above NQS,36.000000,11.132129,1.145325,1.145325,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006555,Bargo Child Care Centre,McCorkell Pty Ltd,Centre-Based Care,BARGO,NSW,2574,150.582543,-34.290519,True,Meeting NQS,Meets NQS,20.000000,31.977515,0.232333,0.232333,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006556,Barham Early Learning Service,River Region Early Education Ltd,Centre-Based Care,BARHAM,NSW,2732,144.129014,-35.627806,True,Meeting NQS,Meets NQS,73.000000,78.757608,21.893597,21.893597,False,False,50.000000,True,,,False,,50.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00006557,Wilcannia Central School Barlu Kurli Preschool,Department of Education,Centre-Based Care,WILCANNIA,NSW,2836,143.376218,-31.557407,True,Meeting NQS,Meets NQS,29.000000,313.407754,129.037991,129.037991,False,False,30.000000,True,,,False,,30.000000,Annual,1.000000,Preschool: School-based,14,Very Remote Australia,Remote Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,Yes,No,No,No,No,No
SE-00006559,Barnardos Long Day Care Centre,Barnardos Australia,Centre-Based Care,AUBURN,NSW,2144,151.034833,-33.852764,True,Meeting NQS,Meets NQS,50.000000,9.008686,0.429100,0.429100,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006560,Barraba Pre-school,BARRABA PRE-SCHOOL INCORPORATED,Centre-Based Care,BARRABA,NSW,2347,150.610975,-30.376544,True,Meeting NQS,Meets NQS,30.000000,227.341221,65.741491,65.741491,False,False,30.000000,True,,,False,,30.000000,Annual,1.000000,Preschool: Stand-alone,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006561,Barrack Heights Community Preschool 0-5,Big Fat Smile Group Ltd,Centre-Based Care,BARRACK HEIGHTS,NSW,2528,150.845171,-34.564216,True,Exceeding NQS,Above NQS,49.000000,4.267771,3.000514,3.000514,False,False,56.250000,True,,,False,,56.250000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006562,Barrington Street Pre School & Long Day Care Centre,TINY SCHOLARS PTY LTD,Centre-Based Care,GLOUCESTER,NSW,2422,151.961812,-32.003463,True,Meeting NQS,Meets NQS,29.000000,107.773608,0.505080,0.505080,False,False,52.500000,True,19.166667,19.166667,False,52.500000,52.500000,Annual,3.000000,Long Day Care + OSHC: After School + OSHC: Before School,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,No,No
SE-00006563,Basin View Childcare Centre,Basin View Child Care Centre Pty Ltd,Centre-Based Care,BASIN VIEW,NSW,2540,150.565075,-35.092549,True,Meeting NQS,Meets NQS,28.000000,62.618329,26.882278,26.882278,False,False,55.000000,True,,,False,,55.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00006564,Oxford Greens Early Education Centre,Jetz Consulting Group Pty Ltd ATF Jetz Business Trust,Centre-Based Care,BASS HILL,NSW,2197,150.982179,-33.894365,True,Meeting NQS,Meets NQS,40.000000,15.543217,1.456844,1.456844,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006565,Bass Hill Early Learning Centre,K L S F Pty Ltd,Centre-Based Care,BASS HILL,NSW,2197,150.996324,-33.894431,True,Meeting NQS,Meets NQS,23.000000,14.474573,1.245137,1.245137,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006566,Bass Hill Public School Preschool,Department of Education,Centre-Based Care,BASS HILL,NSW,2197,151.005769,-33.905854,True,Meeting NQS,Meets NQS,20.000000,14.605529,1.715625,1.715625,False,False,30.000000,True,,,False,,30.000000,Annual,1.000000,Preschool: School-based,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,Yes,No,No,No,No,No
SE-00006567,Batemans Bay Public School Mundarra Preschool,Department of Education,Centre-Based Care,SURFSIDE,NSW,2536,150.189850,-35.702550,True,Meeting NQS,Meets NQS,20.000000,107.172080,83.746997,83.746997,False,False,30.000000,True,,,False,,30.000000,Annual,1.000000,Preschool: School-based,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,Yes,No,No,No,No,No
SE-00006569,Scallywags Long Day Care and Preschool,Bathurst Regional Council,Centre-Based Care,BATHURST,NSW,2795,149.584433,-33.417555,True,Exceeding NQS,Above NQS,60.000000,5.037890,32.271548,5.037890,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006570,Bathurst Family Day Care,Bathurst Regional Council,Family Day Care,BATHURST,NSW,2795,149.583870,-33.417244,True,Meeting NQS,Meets NQS,,5.028496,32.332935,5.028496,False,False,40.000000,True,,,False,,40.000000,Annual,0.000000,No detailed offering recorded,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,No,No,No,No
SE-00006571,Batlow Apple Tree Learning Centre,Batlow Apple Tree Learning Centre Co-Operative Ltd,Centre-Based Care,BATLOW,NSW,2730,148.141549,-35.519436,True,Meeting NQS,Meets NQS,29.000000,93.317117,83.087161,83.087161,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,12,Outer Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006572,Baulkham Hills Early Learning Centre,Christie Enterprises Pty Ltd,Centre-Based Care,BAULKHAM HILLS,NSW,2153,150.992799,-33.753053,True,Exceeding NQS,Above NQS,62.000000,4.552950,5.413826,4.552950,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00006573,Baulkham Hills Family Day Care,The Trustees of The Roman Catholic Church for the Diocese Of Parramatta,Family Day Care,PARRAMATTA,NSW,2150,151.004416,-33.808230,True,Meeting NQS,Meets NQS,,6.390761,0.121787,0.121787,False,False,40.000000,True,,,False,,40.000000,Annual,0.000000,No detailed offering recorded,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,No,No,No,No
SE-00006574,Baulkham Hills PreSchool Kindergarten,Baulkham Hills Preschool Kindergarten Incorporated,Centre-Based Care,BAULKHAM HILLS,NSW,2153,150.995815,-33.765753,True,Exceeding NQS,Above NQS,40.000000,4.266125,3.985910,3.985910,False,False,,False,37.500000,37.500000,False,,37.500000,School term,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,Yes,No,No,No,No
SE-00006575,Bay Road Kindy,Sheco Bay Pty Ltd,Centre-Based Care,GYMEA,NSW,2227,151.082743,-34.044423,True,Exceeding NQS,Above NQS,35.000000,15.932045,1.091230,1.091230,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00006576,Beacon Hill Community Kindergarten,Beacon Hill Community Kindergarten Association Limited,Centre-Based Care,BEACON HILL,NSW,2100,151.261503,-33.751238,True,Exceeding NQS,Above NQS,41.000000,9.912309,8.599850,8.599850,False,False,,False,37.500000,37.500000,False,,37.500000,School term,1.000000,Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,No,No,Yes,No,No,No,No
SE-00006577,Happy Hearts Avalon,HAPPY HEARTS AVALON PTY LTD,Centre-Based Care,AVALON BEACH,NSW,2107,151.335212,-33.627724,True,Meeting NQS,Meets NQS,38.000000,19.681348,15.621232,15.621232,False,False,47.500000,True,,,False,,47.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00006579,First Steps Learning Academy - Preschool,HARVEY AVENUE INVESTMENTS PTY LTD,Centre-Based Care,BEAUMONT HILLS,NSW,2155,150.941900,-33.697573,True,Exceeding NQS,Above NQS,30.000000,8.287947,6.132046,6.132046,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
