ServiceApprovalNumber,ServiceName,ProviderLegalName,ServiceType,Suburb,State,Postcode,longitude,latitude,coordinate_valid,OverallRating,rating_group,NumberOfApprovedPlaces,DistanceToBusStation_km,DistanceToTrainStation_km,nearest_transport_distance_km,transport_distance_invalid,transport_distance_review,annual_weekly_operating_hours,annual_hours_valid,term_weekly_operating_hours_unadjusted,term_weekly_operating_hours,term_hours_overlap_adjusted,holiday_weekly_operating_hours,weekly_operating_hours,operating_hours_basis,detailed_offering_count,detailed_offering_combination,remoteness_code,remoteness_area,remoteness_broad_group,boundary_state_name,boundary_state_abbr,remoteness_match_status,state_boundary_consistent,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other
SE-40028983,Helping Hands Kin Kora,Helping Hands Network Pty Ltd,Centre-Based Care,KIN KORA,QLD,4680,151.253008,-23.877932,True,,No current rating,120.000000,94.317055,2.725409,2.725409,False,False,60.000000,True,29.166667,29.166667,False,60.000000,60.000000,Annual,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,31,Inner Regional Australia,Regional Australia,Queensland,QLD,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40028986,OLHC East Warrnambool PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,WARRNAMBOOL,VIC,3280,142.519691,-38.385778,True,,No current rating,30.000000,145.608748,1.673561,1.673561,False,False,,False,23.333333,23.333333,False,56.250000,23.333333,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40028989,Trinity College OSHC Roseworthy,Trinity College Gawler Inc,Centre-Based Care,ROSEWORTHY,SA,5371,138.747000,-34.550000,True,,No current rating,75.000000,25.553488,4.950088,4.950088,False,False,,False,27.500000,27.500000,False,60.000000,27.500000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,41,Inner Regional Australia,Regional Australia,South Australia,SA,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40028993,Pickney Early Learning,ROLLICK EDUCATION PTY LTD.,Centre-Based Care,BEAUMARIS,VIC,3193,145.046073,-37.980484,True,,No current rating,33.000000,15.220370,1.680133,1.680133,False,False,80.000000,True,,,False,,80.000000,Annual,1.000000,Long Day Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029004,Huon Valley Outside School Hours Care,Huon Valley Council,Centre-Based Care,HUONVILLE,TAS,7109,147.046920,-43.023753,True,,No current rating,50.000000,27.273812,28.363039,27.273812,False,False,52.500000,True,22.500000,22.500000,False,52.500000,52.500000,Annual,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029007,OSHC @ DPS,Daylesford Community Child Care Centre Inc,Centre-Based Care,DAYLESFORD,VIC,3460,144.141828,-37.344935,True,,No current rating,30.000000,34.519561,1.095348,1.095348,False,False,13.750000,True,26.250000,26.250000,False,52.500000,13.750000,Annual,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029008,Roxburgh Park Primary School Kindergarten,Northern Schools Early Years Cluster Inc.,Centre-Based Care,ROXBURGH PARK,VIC,3064,144.930986,-37.634972,True,,No current rating,132.000000,15.847291,3.728543,3.728543,False,False,,False,30.000000,15.000000,True,,15.000000,School term,1.000000,Preschool: School-based,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,Yes,No,No,No,No,No
SE-40029010,Murnong Kindergarten,TRY AUSTRALIA CHILDREN'S SERVICES,Centre-Based Care,DONNYBROOK,VIC,3064,144.997822,-37.537018,True,,No current rating,33.000000,13.441140,2.497824,2.497824,False,False,,False,37.500000,37.500000,False,,37.500000,School term,1.000000,Preschool: Stand-alone,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,Yes,No,No,No,No
SE-40029011,Clever Thinkers Educational Hub,Grow 'n' Learn Pty Ltd,Centre-Based Care,SOUTH WERRIBEE,VIC,3030,144.658820,-37.904972,True,,No current rating,122.000000,16.917095,0.635930,0.635930,False,False,60.000000,True,,,False,60.000000,60.000000,Annual,1.000000,Long Day Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029014,Little Environeers,LITTLE ENVIRONEERS PTY LTD,Centre-Based Care,MACLEOD,VIC,3085,145.078901,-37.731657,True,,No current rating,92.000000,16.202603,1.060997,1.060997,False,False,55.000000,True,,,False,55.000000,55.000000,Annual,3.000000,Long Day Care + OSHC: Vacation Care + Other,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,Yes,Yes
SE-40029021,Believe Early Education,BELIEVE EDUCATION HOLDINGS PTY LTD,Centre-Based Care,LOGAN RESERVE,QLD,4133,153.115478,-27.717365,True,,No current rating,140.000000,5.712739,5.335009,5.335009,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029025,ROAR'N EXPLORE EARLY LEARNING CENTRE,Happy Miracles Pty Ltd,Centre-Based Care,NICHOLLS,ACT,2913,149.087112,-35.193158,True,,No current rating,130.000000,9.924126,4.476034,4.476034,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029027,Campania Outside School Hours Care,Adventure Patch,Centre-Based Care,CAMPANIA,TAS,7026,147.423438,-42.666570,True,,No current rating,21.000000,22.158929,21.987135,21.987135,False,False,,False,25.000000,25.000000,False,55.000000,25.000000,School term,2.000000,OSHC: After School + OSHC: Before School,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,No,No
SE-40029028,Tamar Valley Child Care Centre,Adventure Patch,Centre-Based Care,ST LEONARDS,TAS,7250,147.202338,-41.463447,True,,No current rating,20.000000,6.380208,5.063727,5.063727,False,False,55.000000,True,17.500000,17.500000,False,55.000000,55.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,,,,,,,,Yes,No,No,Yes,Yes,Yes,No
SE-40029038,St Patrick's Primary School OSHC-Extend,Extend (Australia) Pty Ltd,Centre-Based Care,BALLARAT CENTRAL,VIC,3350,143.847053,-37.564389,True,,No current rating,30.000000,1.215561,1.255412,1.215561,False,False,,False,22.083333,22.083333,False,,22.083333,School term,2.000000,OSHC: After School + OSHC: Before School,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,No,No
SE-40029039,MercyCare Early Learning Service Piara Waters,MERCY HUMAN SERVICES LIMITED,Centre-Based Care,PIARA WATERS,WA,6112,115.910166,-32.134493,True,,No current rating,95.000000,12.734908,4.989325,4.989325,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,50,Major Cities of Australia,Major Cities,Western Australia,WA,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029046,St Joseph's Uniting Outside School Hours Care,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,NAGAMBIE,VIC,3608,145.154230,-36.781571,True,,No current rating,15.000000,27.173762,0.695968,0.695968,False,False,,False,25.000000,25.000000,False,,25.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029049,Country Kids Club Gundaroo,Country Childrens Early Learning Pty Ltd,Centre-Based Care,GUNDAROO,NSW,2620,149.266957,-35.030037,True,,No current rating,53.000000,30.291314,20.780969,20.780969,False,False,,False,22.500000,22.500000,False,22.000000,22.500000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029051,Thrive OSHC Casterton,THRIVE OSHC PTY LTD,Centre-Based Care,CASTERTON,VIC,3311,141.405197,-37.586742,True,,No current rating,20.000000,216.490407,100.745403,100.745403,False,False,,False,25.000000,25.000000,False,50.000000,25.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,22,Outer Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029055,Thrive OSHC Invermay,THRIVE OSHC PTY LTD,Centre-Based Care,INVERMAY,VIC,3352,143.874935,-37.520598,True,,No current rating,20.000000,4.464602,4.463158,4.463158,False,False,,False,12.500000,12.500000,False,50.000000,12.500000,School term,2.000000,OSHC: After School + OSHC: Vacation Care,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,No,Yes,No
SE-40029059,Great Beginnings Beckenham,G8 Education Limited,Centre-Based Care,BECKENHAM,WA,6107,115.958788,-32.023851,True,,No current rating,104.000000,1.060805,0.456980,0.456980,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,50,Major Cities of Australia,Major Cities,Western Australia,WA,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029060,Camp Australia - Scarborough Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,SCARBOROUGH,WA,6019,115.766405,-31.896057,True,,No current rating,60.000000,10.455073,3.659723,3.659723,False,False,,False,24.166667,24.166667,False,55.000000,24.166667,School term,4.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care + Other,50,Major Cities of Australia,Major Cities,Western Australia,WA,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,Yes
SE-40029063,HEI Schools Brunswick East Early Education Centre,HOLISTIC DEVELOPMENT PTY LTD,Centre-Based Care,BRUNSWICK EAST,VIC,3057,144.977003,-37.778769,True,,No current rating,25.000000,7.876024,1.412114,1.412114,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029065,360 Early Education Casey,The Trustee for Casey Childcare Unit Trust,Centre-Based Care,CASEY,ACT,2913,149.097986,-35.166478,True,,No current rating,98.000000,12.507985,4.020269,4.020269,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,80,Major Cities of Australia,Major Cities,Australian Capital Territory,ACT,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029068,YMCA Pennington OSHC,YMCA of South Australia Inc,Centre-Based Care,PENNINGTON,SA,5013,138.532381,-34.857760,True,,No current rating,45.000000,9.449951,1.150867,1.150867,False,False,,False,27.500000,27.500000,False,60.000000,27.500000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,40,Major Cities of Australia,Major Cities,South Australia,SA,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029073,Macarthur St Primary School-VillageOSHC,VillageOSHC Pty Ltd,Centre-Based Care,SOLDIERS HILL,VIC,3350,143.857611,-37.551129,True,,No current rating,20.000000,0.836140,0.861771,0.836140,False,False,,False,13.750000,13.750000,False,,13.750000,School term,1.000000,OSHC: After School,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,No,No,No
SE-40029076,Glen Education Oakleigh South Kindergarten,Glen Education Inc,Centre-Based Care,OAKLEIGH SOUTH,VIC,3167,145.093216,-37.910642,True,,No current rating,66.000000,7.031929,4.030801,4.030801,False,False,37.500000,True,75.000000,37.500000,True,,37.500000,Annual,1.000000,Preschool: Stand-alone,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,Yes,No,No,No,No
SE-40029084,The After School Klub Darcy Road,The After School Klub Pty Ltd,Centre-Based Care,WENTWORTHVILLE,NSW,2145,150.966005,-33.802064,True,,No current rating,103.000000,8.414953,0.838979,0.838979,False,False,,False,27.500000,27.500000,False,60.000000,27.500000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029087,Monash Early Learning Centre,MONASH ELC PTY LTD,Centre-Based Care,GLADESVILLE,NSW,2111,151.123674,-33.822680,True,,No current rating,75.000000,0.598618,3.195070,0.598618,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029092,Rural Horizons Family Day Care,NSW FAMILY DAY CARE ASSOCIATION INC.,Family Day Care,SUMMER HILL,NSW,2130,151.139478,-33.890030,True,,No current rating,,5.454979,0.084557,0.084557,False,False,167.883333,True,,,False,167.883333,167.883333,Annual,0.000000,No detailed offering recorded,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,,,,,,,,No,No,No,No,No,No,No
SE-40029096,Barcaldine State School Kindergarten,State of Queensland (Acting through Department of Education),Centre-Based Care,BARCALDINE,QLD,4725,145.294785,-23.560701,True,,No current rating,20.000000,503.931241,1.082636,1.082636,False,True,,False,31.250000,18.750000,True,,18.750000,School term,1.000000,Preschool: School-based,34,Very Remote Australia,Remote Australia,Queensland,QLD,Matched by spatial join,True,,,,,,,,No,Yes,No,No,No,No,No
SE-40029099,Bayswater Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,BAYSWATER,VIC,3153,145.259358,-37.843305,True,,No current rating,33.000000,0.734960,0.789801,0.734960,False,False,,False,15.000000,15.000000,False,,15.000000,School term,1.000000,Preschool: Stand-alone,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,Yes,No,No,No,No
SE-40029114,Randall Street Kindergarten - Temporary Location,TRY AUSTRALIA CHILDREN'S SERVICES,Centre-Based Care,MAIDSTONE,VIC,3012,144.873246,-37.782159,True,,No current rating,29.000000,1.623692,3.046246,1.623692,False,False,,False,22.500000,22.500000,False,,22.500000,School term,1.000000,Preschool: Stand-alone,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,Yes,No,No,No,No
SE-40029115,Whiz Kidz Early Learning Centre Brookfield,Whiz Kidz Early Learning Centre Craigieburn Pty Ltd,Centre-Based Care,BROOKFIELD,VIC,3338,144.546954,-37.699982,True,,No current rating,102.000000,5.244660,2.258940,2.258940,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029122,SchoolsOUT! Mt Macedon,ACN 639 977 816 PTY LTD,Centre-Based Care,MOUNT MACEDON,VIC,3441,144.584199,-37.404886,True,,No current rating,30.000000,10.713913,2.914165,2.914165,False,False,,False,23.750000,23.750000,False,57.500000,23.750000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029123,ASPIRE OSHC Orange Anglican College,Brimeehol Pty Ltd,Centre-Based Care,ORANGE,NSW,2800,149.072260,-33.259527,True,,No current rating,25.000000,49.079607,5.343171,5.343171,False,False,,False,25.000000,25.000000,False,55.000000,25.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029124,Guardian Childcare and Education Aspendale,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,ASPENDALE,VIC,3195,145.092887,-38.013722,True,,No current rating,142.000000,16.163720,0.908758,0.908758,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029125,Dandenong South OSHClub,OSHCLUB PTY LTD,Centre-Based Care,DANDENONG,VIC,3175,145.210029,-37.998738,True,,No current rating,75.000000,8.483049,7.359197,7.359197,False,False,,False,22.500000,22.500000,False,55.000000,22.500000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029132,Waubra Primary School,WAUBRA PRIMARY SCHOOL,Centre-Based Care,WAUBRA,VIC,3352,143.634378,-37.353968,True,,No current rating,15.000000,30.197280,14.264198,14.264198,False,False,,False,22.500000,22.500000,False,52.500000,22.500000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029136,Insight Early Learning Stream Avenue,IEL STREAM AVE PTY LTD,Centre-Based Care,DUBBO,NSW,2830,148.636056,-32.274089,True,,No current rating,91.000000,156.297237,22.899089,22.899089,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,11,Inner Regional Australia,Regional Australia,New South Wales,NSW,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029139,Children First Early Education Athelstone,27TH EDGE PTY LTD,Centre-Based Care,ATHELSTONE,SA,5076,138.702563,-34.879971,True,,No current rating,103.000000,11.831435,10.684373,10.684373,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,40,Major Cities of Australia,Major Cities,South Australia,SA,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029144,Family Tree Child Development Centre Baldivis,FAMILY TREE CHILD DEVELOPMENT CENTRE HOLDINGS PTY LTD,Centre-Based Care,BALDIVIS,WA,6171,115.803597,-32.338500,True,,No current rating,61.000000,37.486793,3.610440,3.610440,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,50,Major Cities of Australia,Major Cities,Western Australia,WA,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029152,Kurmile OSHClub,OSHCLUB PTY LTD,Centre-Based Care,OFFICER,VIC,3809,145.395263,-38.058683,True,,No current rating,75.000000,4.999378,8.345755,4.999378,False,False,,False,28.750000,28.750000,False,60.000000,28.750000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,No,Yes,Yes,Yes,No
SE-40029156,Marrang Kindergarten,Horsham & District Kindergarten Association Inc,Centre-Based Care,STAWELL,VIC,3380,142.772773,-37.064018,True,,No current rating,66.000000,110.794071,0.526054,0.526054,False,False,,False,50.000000,26.250000,True,,26.250000,School term,1.000000,Preschool: Stand-alone,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,No,Yes,No,No,No,No
SE-40029163,Treetop Early Learning Pascoe Vale Pty Ltd,The Trustee for TREETOP EARLY LEARNING PASCOE VALE UNIT TRUST,Centre-Based Care,PASCOE VALE,VIC,3044,144.942745,-37.731801,True,,No current rating,140.000000,6.679252,1.285311,1.285311,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,20,Major Cities of Australia,Major Cities,Victoria,VIC,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029165,Shine Bright Kyabram P-12 Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,KYABRAM,VIC,3620,145.051620,-36.317888,True,,No current rating,66.000000,32.105834,28.906959,28.906959,False,False,,False,15.000000,15.000000,False,,15.000000,School term,1.000000,Preschool: School-based,21,Inner Regional Australia,Regional Australia,Victoria,VIC,Matched by spatial join,True,,,,,,,,No,Yes,No,No,No,No,No
SE-40029166,First Connections Edmondson Park,First Connections Early Learning Pty Ltd,Centre-Based Care,EDMONDSON PARK,NSW,2174,150.861954,-33.958798,True,,No current rating,96.000000,27.679191,1.205736,1.205736,False,False,55.000000,True,,,False,55.000000,55.000000,Annual,1.000000,Long Day Care,10,Major Cities of Australia,Major Cities,New South Wales,NSW,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
SE-40029169,Buttercups Childcare and Early Learning Centre Mindarie,BUTTERCUPS CHILDCARE PTY LTD,Centre-Based Care,MINDARIE,WA,6030,115.713900,-31.683990,True,,No current rating,85.000000,14.349873,2.407939,2.407939,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,50,Major Cities of Australia,Major Cities,Western Australia,WA,Matched by spatial join,True,,,,,,,,Yes,No,No,No,No,No,No
